split,order,manifest_position,pair_id,manifest_label,reference_label,shared_words,transcript_min_coverage,transcript_dice,transcript_iou,visual_score,normalized_sw_score,mean_path_cosine,joint_coverage,line1_coverage,line2_coverage,path_steps,image1,image2,threshold,predicted_label
valid,11,1214,pair_000059,no_shared_content,0,0,0.0,0.0,0.0,0.2749665627071109,0.5846595268744927,0.5052493745006803,0.4703020306143702,0.432,0.512,41,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000059/A/linesImages/line_01.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000059/B/linesImages/line_10.png,0.5186616029109827,0
valid,12,1240,pair_000059,medium_match,1,4,0.5714285714285714,0.5,0.3333333333333333,0.5604011195599348,2.4212870444020917,0.8331885315753795,0.23144761826383092,0.248,0.216,27,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000059/A/linesImages/line_10.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000059/B/linesImages/line_11.png,0.5186616029109827,1
valid,13,1252,pair_000059,no_shared_content,0,0,0.0,0.0,0.0,0.4261623686334908,0.6886353586234298,0.5212904421819581,0.618850547386039,0.704,0.544,54,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000059/A/linesImages/line_14.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000059/B/linesImages/line_10.png,0.5186616029109827,0
valid,14,1295,pair_000059,high_match,1,6,0.6666666666666666,0.631578947368421,0.46153846153846156,0.7983363109511558,2.0210592481825085,0.8686178790198432,0.39500886066011226,0.424,0.368,45,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000059/A/linesImages/line_05.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000059/B/linesImages/line_06.png,0.5186616029109827,1
valid,15,1315,pair_000059,no_shared_content,0,0,0.0,0.0,0.0,0.46361296560729104,0.8061286078559028,0.558345554948405,0.5751104241795657,0.608,0.544,54,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000059/A/linesImages/line_07.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000059/B/linesImages/line_10.png,0.5186616029109827,0
valid,16,1455,pair_000059,no_shared_content,0,0,0.0,0.0,0.0,0.5151730336705355,0.8154085540771484,0.5918140535981491,0.6317974358922328,0.648,0.616,58,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000059/A/linesImages/line_08.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000059/B/linesImages/line_04.png,0.5186616029109827,0
valid,17,1485,pair_000059,high_match,1,7,0.7777777777777778,0.7,0.5384615384615384,0.7437240816583829,1.6267235984264965,0.9031210321447124,0.45719142599134555,0.568,0.368,46,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000059/A/linesImages/line_02.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000059/B/linesImages/line_04.png,0.5186616029109827,1
valid,18,1724,pair_000059,high_match,1,8,0.8888888888888888,0.8,0.6666666666666666,0.8386536369082372,1.2735205257640165,0.8582255873415205,0.6585317000722137,0.616,0.704,63,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000059/A/linesImages/line_14.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000059/B/linesImages/line_14.png,0.5186616029109827,1
valid,19,1790,pair_000059,no_shared_content,0,0,0.0,0.0,0.0,0.3155102392550305,0.5597673772455571,0.45763096876442433,0.5636452785218732,0.584,0.544,50,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000059/A/linesImages/line_04.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000059/B/linesImages/line_10.png,0.5186616029109827,0
valid,20,1895,pair_000059,no_shared_content,0,0,0.0,0.0,0.0,0.31844304429870346,0.9609109410699809,0.5385663904889952,0.33139704283532767,0.416,0.264,32,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000059/A/linesImages/line_10.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000059/B/linesImages/line_05.png,0.5186616029109827,0
valid,21,2065,pair_000059,high_match,1,5,0.8333333333333334,0.7142857142857143,0.5555555555555556,0.7792661536204276,1.9335260062382138,0.8243758747744006,0.40302853496991997,0.432,0.376,43,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000059/A/linesImages/line_06.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000059/B/linesImages/line_07.png,0.5186616029109827,1
valid,22,2191,pair_000059,high_match,1,6,0.75,0.7058823529411765,0.5454545454545454,0.7812373863056739,2.1836248779296876,0.8633373558521271,0.35777087639996635,0.4,0.32,40,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000059/A/linesImages/line_09.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000059/B/linesImages/line_10.png,0.5186616029109827,1
valid,23,2267,pair_000059,no_shared_content,0,0,0.0,0.0,0.0,0.32795349625189046,0.5289682608384353,0.5175431465328324,0.619987096639922,0.624,0.616,51,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000059/A/linesImages/line_15.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000059/B/linesImages/line_07.png,0.5186616029109827,0
valid,24,2317,pair_000059,no_shared_content,0,0,0.0,0.0,0.0,0.4183011848432994,0.697416655871333,0.5674667090822297,0.59978662872725,0.584,0.616,52,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000059/A/linesImages/line_09.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000059/B/linesImages/line_07.png,0.5186616029109827,0
valid,25,2559,pair_000059,high_match,1,7,1.0,0.8235294117647058,0.7,0.5839545356517434,1.3068079023218866,0.755041329562664,0.4468556814006061,0.48,0.416,45,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000059/A/linesImages/line_01.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000059/B/linesImages/line_03.png,0.5186616029109827,1
valid,26,2589,pair_000059,high_match,1,6,1.0,0.8571428571428571,0.75,0.9023860845006293,1.7446738899528207,0.805380192067888,0.5172233560078277,0.608,0.44,54,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000059/A/linesImages/line_08.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000059/B/linesImages/line_09.png,0.5186616029109827,1
valid,27,2617,pair_000059,no_shared_content,0,0,0.0,0.0,0.0,0.3969898173804842,0.7640751805798761,0.6864867129109122,0.5195690521961446,0.592,0.456,44,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000059/A/linesImages/line_06.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000059/B/linesImages/line_14.png,0.5186616029109827,0
valid,28,2656,pair_000059,high_match,1,7,1.0,0.875,0.7777777777777778,0.7532109871512355,1.3934977395193917,0.7609019171170615,0.5405182698114839,0.664,0.44,54,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000059/A/linesImages/line_13.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000059/B/linesImages/line_13.png,0.5186616029109827,1
valid,29,2795,pair_000059,no_shared_content,0,0,0.0,0.0,0.0,0.3569977454209808,0.5958442687988281,0.4928198013946695,0.599146058987289,0.632,0.568,53,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000059/A/linesImages/line_04.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000059/B/linesImages/line_07.png,0.5186616029109827,0
valid,30,2959,pair_000059,no_shared_content,0,0,0.0,0.0,0.0,0.3540726223308665,0.5183684924417291,0.5868448726832867,0.6830519745963699,0.648,0.72,50,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000059/A/linesImages/line_08.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000059/B/linesImages/line_14.png,0.5186616029109827,0
valid,31,3096,pair_000059,no_shared_content,0,0,0.0,0.0,0.0,0.4009749195219131,0.7460130841544504,0.5552248709389697,0.5374904650317064,0.488,0.592,46,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000059/A/linesImages/line_06.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000059/B/linesImages/line_12.png,0.5186616029109827,0
valid,32,3274,pair_000059,no_shared_content,0,0,0.0,0.0,0.0,0.44617272879135367,0.8946674488208912,0.5911646111106331,0.4987023160162784,0.464,0.536,44,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000059/A/linesImages/line_10.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000059/B/linesImages/line_09.png,0.5186616029109827,0
valid,33,3356,pair_000059,high_match,1,5,0.7142857142857143,0.625,0.45454545454545453,0.6028038547144281,2.039481208437965,0.9084702879190445,0.29556725123057864,0.312,0.28,32,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000059/A/linesImages/line_11.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000059/B/linesImages/line_11.png,0.5186616029109827,1
valid,34,3374,pair_000059,no_shared_content,0,0,0.0,0.0,0.0,0.4262471610982435,0.8611633687079707,0.5997993033793237,0.49496666554425667,0.464,0.528,45,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000059/A/linesImages/line_10.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000059/B/linesImages/line_03.png,0.5186616029109827,0
valid,35,3477,pair_000059,no_shared_content,0,0,0.0,0.0,0.0,0.4461665125403183,0.7460018920898438,0.6273836304247379,0.5980769181301014,0.648,0.552,50,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000059/A/linesImages/line_15.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000059/B/linesImages/line_11.png,0.5186616029109827,0
valid,36,3510,pair_000059,no_shared_content,0,0,0.0,0.0,0.0,0.4478189026151728,0.7103405943011293,0.5482405916113278,0.6304284257550574,0.72,0.552,58,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000059/A/linesImages/line_14.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000059/B/linesImages/line_11.png,0.5186616029109827,0
valid,37,3577,pair_000059,high_match,1,9,1.0,0.9473684210526315,0.9,0.9144934970900184,1.6106629144577753,0.8230278044939041,0.567774603165728,0.584,0.552,58,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000059/A/linesImages/line_07.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000059/B/linesImages/line_08.png,0.5186616029109827,1
valid,38,45,pair_000062,no_shared_content,0,0,0.0,0.0,0.0,0.4474504423268874,0.7365122575026292,0.6191964235622436,0.6075261311252381,0.584,0.632,48,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000062/A/linesImages/line_09.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000062/B/linesImages/line_09.png,0.5186616029109827,0
valid,39,294,pair_000062,high_match,1,5,0.625,0.5882352941176471,0.4166666666666667,0.5406936177294842,2.121427699497768,0.8391628501744106,0.2548725171531839,0.232,0.28,29,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000062/A/linesImages/line_10.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000062/B/linesImages/line_07.png,0.5186616029109827,1
valid,40,365,pair_000062,no_shared_content,0,0,0.0,0.0,0.0,0.4554228855865168,0.8500483721152119,0.6300294686980704,0.535761140808103,0.52,0.552,47,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000062/A/linesImages/line_12.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000062/B/linesImages/line_13.png,0.5186616029109827,0
valid,41,402,pair_000062,high_match,1,7,0.875,0.875,0.7777777777777778,0.5955209830036831,1.2842141257392035,0.7294062168701835,0.4637240558780621,0.56,0.384,46,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000062/A/linesImages/line_05.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000062/B/linesImages/line_03.png,0.5186616029109827,1
valid,42,447,pair_000062,high_match,1,9,1.0,0.9473684210526315,0.9,1.0228271368681565,1.9533835397639745,0.830065966770053,0.5236181815025143,0.504,0.544,60,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000062/A/linesImages/line_04.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000062/B/linesImages/line_02.png,0.5186616029109827,1
valid,43,583,pair_000062,no_shared_content,0,0,0.0,0.0,0.0,0.42026044063818657,0.7616614037817651,0.6676459413101065,0.5517680672166522,0.536,0.568,47,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000062/A/linesImages/line_11.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000062/B/linesImages/line_12.png,0.5186616029109827,0
valid,44,734,pair_000062,no_shared_content,0,0,0.0,0.0,0.0,0.43009250010656513,0.7415564286081414,0.5866608399152756,0.5799862067325394,0.576,0.584,50,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000062/A/linesImages/line_08.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000062/B/linesImages/line_01.png,0.5186616029109827,0
valid,45,800,pair_000062,no_shared_content,0,0,0.0,0.0,0.0,0.30795550363222207,0.5167155024981258,0.48752189084887504,0.5959865770300535,0.6,0.592,50,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000062/A/linesImages/line_02.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000062/B/linesImages/line_09.png,0.5186616029109827,0
valid,46,828,pair_000062,no_shared_content,0,0,0.0,0.0,0.0,0.37181187739415067,0.7319358348846435,0.4280634716628714,0.5079842517244014,0.504,0.512,47,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000062/A/linesImages/line_14.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000062/B/linesImages/line_01.png,0.5186616029109827,0
valid,47,984,pair_000062,no_shared_content,0,0,0.0,0.0,0.0,0.23546199670544063,0.5467410027226315,0.5664402125403285,0.4306646026782327,0.336,0.552,32,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000062/A/linesImages/line_04.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000062/B/linesImages/line_05.png,0.5186616029109827,0
valid,48,1062,pair_000062,high_match,1,7,1.0,0.9333333333333333,0.875,1.1005142202447975,1.962402532130112,0.9088085601727168,0.5607994293863002,0.624,0.504,60,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000062/A/linesImages/line_14.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000062/B/linesImages/line_11.png,0.5186616029109827,1
valid,49,1074,pair_000062,high_match,1,6,0.75,0.631578947368421,0.46153846153846156,0.7883975214059407,2.214739585409359,0.8242317490279675,0.3559775273805918,0.352,0.36,40,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000062/A/linesImages/line_12.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000062/B/linesImages/line_09.png,0.5186616029109827,1
valid,50,1098,pair_000062,no_shared_content,0,0,0.0,0.0,0.0,0.4158240855168683,0.7432258779352362,0.5219798132490653,0.5594854779169876,0.536,0.584,52,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000062/A/linesImages/line_06.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000062/B/linesImages/line_01.png,0.5186616029109827,0
valid,51,1112,pair_000062,no_shared_content,0,0,0.0,0.0,0.0,0.397894708092666,0.7016332198162468,0.6912152821367438,0.567097875150313,0.536,0.6,44,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000062/A/linesImages/line_10.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000062/B/linesImages/line_14.png,0.5186616029109827,0
valid,52,1143,pair_000062,no_shared_content,0,0,0.0,0.0,0.0,0.29461626541617847,0.5538056267632379,0.571645308589173,0.5319849621934816,0.528,0.536,43,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000062/A/linesImages/line_07.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000062/B/linesImages/line_12.png,0.5186616029109827,0
valid,53,1262,pair_000062,no_shared_content,0,0,0.0,0.0,0.0,0.40339080674913197,0.7415272182888455,0.6352138174292834,0.544,0.544,0.544,46,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000062/A/linesImages/line_12.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000062/B/linesImages/line_02.png,0.5186616029109827,0
valid,54,1347,pair_000062,high_match,1,5,0.7142857142857143,0.7142857142857143,0.5555555555555556,0.7778954870835791,2.0688709762861146,0.8234917412443858,0.376,0.376,0.376,41,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000062/A/linesImages/line_07.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000062/B/linesImages/line_05.png,0.5186616029109827,1
valid,55,1495,pair_000062,medium_match,1,3,0.5,0.42857142857142855,0.2727272727272727,0.7711584451213852,2.3517924464026163,0.8829716306466323,0.32790242451070717,0.32,0.336,39,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000062/A/linesImages/line_09.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000062/B/linesImages/line_07.png,0.5186616029109827,1
valid,56,1496,pair_000062,medium_match,1,4,0.5,0.47058823529411764,0.3076923076923077,0.5893919965189228,2.461275577545166,0.8946642875671387,0.23946607275353224,0.224,0.256,28,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000062/A/linesImages/line_10.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000062/B/linesImages/line_08.png,0.5186616029109827,1
valid,57,1583,pair_000062,no_shared_content,0,0,0.0,0.0,0.0,0.32199721945869564,0.6492724006558642,0.402055004438342,0.4959354796745238,0.488,0.504,43,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000062/A/linesImages/line_10.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000062/B/linesImages/line_10.png,0.5186616029109827,0
